run,round,home_team,away_team
2,38,Man City,Ipswich
2,38,Chelsea,Nottingham Forest
2,38,Crystal Palace,Tottenham
2,38,Bournemouth,Newcastle United
2,38,Brighton,Everton
2,38,Man United,Aston Villa
2,38,West Ham United,Liverpool
2,38,Southampton,Leicester
3,34,Arsenal,Tottenham
3,34,Fulham,Newcastle United
3,34,Man City,Leicester
3,34,Chelsea,Liverpool
3,34,Crystal Palace,Aston Villa
3,34,Bournemouth,Everton
3,34,Brighton,Southampton
3,34,Man United,West Ham United
3,34,Brentford,Nottingham Forest
3,34,Wolverhampton,Ipswich
3,35,Leicester,Man United
3,35,Liverpool,Crystal Palace
3,35,Aston Villa,Man City
3,35,Everton,Chelsea
3,35,Newcastle United,Arsenal
3,35,Tottenham,Wolverhampton
3,35,Nottingham Forest,Fulham
3,35,Ipswich,Brentford
3,35,West Ham United,Brighton
3,35,Southampton,Bournemouth
3,36,Arsenal,Brentford
3,36,Fulham,Ipswich
3,36,Man City,Everton
3,36,Chelsea,Tottenham
3,36,Crystal Palace,Newcastle United
3,36,Bournemouth,Liverpool
3,36,Brighton,Aston Villa
3,36,Man United,Southampton
3,36,West Ham United,Leicester
3,36,Wolverhampton,Nottingham Forest
3,37,Leicester,Brighton
3,37,Liverpool,Man United
3,37,Aston Villa,Bournemouth
3,37,Everton,Crystal Palace
3,37,Newcastle United,Chelsea
3,37,Tottenham,Fulham
3,37,Nottingham Forest,Man City
3,37,Ipswich,Arsenal
3,37,Brentford,Wolverhampton
3,37,Southampton,West Ham United
3,38,Arsenal,Wolverhampton
3,38,Fulham,Brentford
3,38,Man City,Ipswich
3,38,Chelsea,Nottingham Forest
3,38,Crystal Palace,Tottenham
3,38,Bournemouth,Newcastle United
3,38,Brighton,Everton
3,38,Man United,Aston Villa
3,38,West Ham United,Liverpool
3,38,Southampton,Leicester
4,34,Arsenal,Tottenham
4,34,Fulham,Newcastle United
4,34,Man City,Leicester
4,34,Chelsea,Liverpool
4,34,Crystal Palace,Aston Villa
4,34,Bournemouth,Everton
4,34,Brighton,Southampton
4,34,Man United,West Ham United
4,34,Brentford,Nottingham Forest
4,34,Wolverhampton,Ipswich
4,35,Leicester,Man United
4,35,Liverpool,Crystal Palace
4,35,Aston Villa,Man City
4,35,Everton,Chelsea
4,35,Newcastle United,Arsenal
4,35,Tottenham,Wolverhampton
4,35,Nottingham Forest,Fulham
4,35,Ipswich,Brentford
4,35,West Ham United,Brighton
4,35,Southampton,Bournemouth
4,36,Arsenal,Brentford
4,36,Fulham,Ipswich
4,36,Man City,Everton
4,36,Chelsea,Tottenham
4,36,Crystal Palace,Newcastle United
4,36,Bournemouth,Liverpool
4,36,Brighton,Aston Villa
4,36,Man United,Southampton
4,36,West Ham United,Leicester
4,36,Wolverhampton,Nottingham Forest
4,37,Leicester,Brighton
4,37,Liverpool,Man United
4,37,Aston Villa,Bournemouth
4,37,Everton,Crystal Palace
4,37,Newcastle United,Chelsea
4,37,Tottenham,Fulham
4,37,Nottingham Forest,Man City
4,37,Ipswich,Arsenal
4,37,Brentford,Wolverhampton
4,37,Southampton,West Ham United
4,38,Arsenal,Wolverhampton
4,38,Fulham,Brentford
4,38,Man City,Ipswich
4,38,Chelsea,Nottingham Forest
4,38,Crystal Palace,Tottenham
4,38,Bournemouth,Newcastle United
4,38,Brighton,Everton
4,38,Man United,Aston Villa
4,38,West Ham United,Liverpool
4,38,Southampton,Leicester
5,34,Arsenal,Tottenham
5,34,Fulham,Newcastle United
5,34,Man City,Leicester
5,34,Chelsea,Liverpool
5,34,Crystal Palace,Aston Villa
5,34,Bournemouth,Everton
5,34,Brighton,Southampton
5,34,Man United,West Ham United
5,34,Brentford,Nottingham Forest
5,34,Wolverhampton,Ipswich
5,35,Leicester,Man United
5,35,Liverpool,Crystal Palace
5,35,Aston Villa,Man City
5,35,Everton,Chelsea
5,35,Newcastle United,Arsenal
5,35,Tottenham,Wolverhampton
5,35,Nottingham Forest,Fulham
5,35,Ipswich,Brentford
5,35,West Ham United,Brighton
5,35,Southampton,Bournemouth
5,36,Arsenal,Brentford
5,36,Fulham,Ipswich
5,36,Man City,Everton
5,36,Chelsea,Tottenham
5,36,Crystal Palace,Newcastle United
5,36,Bournemouth,Liverpool
5,36,Brighton,Aston Villa
5,36,Man United,Southampton
5,36,West Ham United,Leicester
5,36,Wolverhampton,Nottingham Forest
5,37,Leicester,Brighton
5,37,Liverpool,Man United
5,37,Aston Villa,Bournemouth
5,37,Everton,Crystal Palace
5,37,Newcastle United,Chelsea
5,37,Tottenham,Fulham
5,37,Nottingham Forest,Man City
5,37,Ipswich,Arsenal
5,37,Brentford,Wolverhampton
5,37,Southampton,West Ham United
5,38,Arsenal,Wolverhampton
5,38,Fulham,Brentford
5,38,Man City,Ipswich
5,38,Chelsea,Nottingham Forest
5,38,Crystal Palace,Tottenham
5,38,Bournemouth,Newcastle United
5,38,Brighton,Everton
5,38,Man United,Aston Villa
5,38,West Ham United,Liverpool
5,38,Southampton,Leicester
6,34,Arsenal,Tottenham
6,34,Fulham,Newcastle United
6,34,Man City,Leicester
6,34,Chelsea,Liverpool
6,34,Crystal Palace,Aston Villa
6,34,Bournemouth,Everton
6,34,Brighton,Southampton
6,34,Man United,West Ham United
6,34,Brentford,Nottingham Forest
6,34,Wolverhampton,Ipswich
6,35,Leicester,Man United
6,35,Liverpool,Crystal Palace
6,35,Aston Villa,Man City
6,35,Everton,Chelsea
6,35,Newcastle United,Arsenal
6,35,Tottenham,Wolverhampton
6,35,Nottingham Forest,Fulham
6,35,Ipswich,Brentford
6,35,West Ham United,Brighton
6,35,Southampton,Bournemouth
6,36,Arsenal,Brentford
6,36,Fulham,Ipswich
6,36,Man City,Everton
6,36,Chelsea,Tottenham
6,36,Crystal Palace,Newcastle United
6,36,Bournemouth,Liverpool
6,36,Brighton,Aston Villa
6,36,Man United,Southampton
6,36,West Ham United,Leicester
6,36,Wolverhampton,Nottingham Forest
6,37,Leicester,Brighton
6,37,Liverpool,Man United
6,37,Aston Villa,Bournemouth
6,37,Everton,Crystal Palace
6,37,Newcastle United,Chelsea
6,37,Tottenham,Fulham
6,37,Nottingham Forest,Man City
6,37,Ipswich,Arsenal
6,37,Brentford,Wolverhampton
6,37,Southampton,West Ham United
6,38,Arsenal,Wolverhampton
6,38,Fulham,Brentford
6,38,Man City,Ipswich
6,38,Chelsea,Nottingham Forest
6,38,Crystal Palace,Tottenham
6,38,Bournemouth,Newcastle United
6,38,Brighton,Everton
6,38,Man United,Aston Villa
6,38,West Ham United,Liverpool
6,38,Southampton,Leicester
7,34,Arsenal,Tottenham
7,34,Fulham,Newcastle United
7,34,Man City,Leicester
7,34,Chelsea,Liverpool
7,34,Crystal Palace,Aston Villa
7,34,Bournemouth,Everton
7,34,Brighton,Southampton
7,34,Man United,West Ham United
7,34,Brentford,Nottingham Forest
7,34,Wolverhampton,Ipswich
7,35,Leicester,Man United
7,35,Liverpool,Crystal Palace
7,35,Aston Villa,Man City
7,35,Everton,Chelsea
7,35,Newcastle United,Arsenal
7,35,Tottenham,Wolverhampton
7,35,Nottingham Forest,Fulham
7,35,Ipswich,Brentford
7,35,West Ham United,Brighton
7,35,Southampton,Bournemouth
7,36,Arsenal,Brentford
7,36,Fulham,Ipswich
7,36,Man City,Everton
7,36,Chelsea,Tottenham
7,36,Crystal Palace,Newcastle United
7,36,Bournemouth,Liverpool
7,36,Brighton,Aston Villa
7,36,Man United,Southampton
7,36,West Ham United,Leicester
7,36,Wolverhampton,Nottingham Forest
7,37,Leicester,Brighton
7,37,Liverpool,Man United
7,37,Aston Villa,Bournemouth
7,37,Everton,Crystal Palace
7,37,Newcastle United,Chelsea
7,37,Tottenham,Fulham
7,37,Nottingham Forest,Man City
7,37,Ipswich,Arsenal
7,37,Brentford,Wolverhampton
7,37,Southampton,West Ham United
7,38,Arsenal,Wolverhampton
7,38,Fulham,Brentford
7,38,Man City,Ipswich
7,38,Chelsea,Nottingham Forest
7,38,Crystal Palace,Tottenham
7,38,Bournemouth,Newcastle United
7,38,Brighton,Everton
7,38,Man United,Aston Villa
7,38,West Ham United,Liverpool
7,38,Southampton,Leicester
8,34,Arsenal,Tottenham
8,34,Fulham,Newcastle United
8,34,Man City,Leicester
8,34,Chelsea,Liverpool
8,34,Crystal Palace,Aston Villa
8,34,Bournemouth,Everton
8,34,Brighton,Southampton
8,34,Man United,West Ham United
8,34,Brentford,Nottingham Forest
8,34,Wolverhampton,Ipswich
8,35,Leicester,Man United
8,35,Liverpool,Crystal Palace
8,35,Aston Villa,Man City
8,35,Everton,Chelsea
8,35,Newcastle United,Arsenal
8,35,Tottenham,Wolverhampton
8,35,Nottingham Forest,Fulham
8,35,Ipswich,Brentford
8,35,West Ham United,Brighton
8,35,Southampton,Bournemouth
8,36,Arsenal,Brentford
8,36,Fulham,Ipswich
8,36,Man City,Everton
8,36,Chelsea,Tottenham
8,36,Crystal Palace,Newcastle United
8,36,Bournemouth,Liverpool
8,36,Brighton,Aston Villa
8,36,Man United,Southampton
8,36,West Ham United,Leicester
8,36,Wolverhampton,Nottingham Forest
8,37,Leicester,Brighton
8,37,Liverpool,Man United
8,37,Aston Villa,Bournemouth
8,37,Everton,Crystal Palace
8,37,Newcastle United,Chelsea
8,37,Tottenham,Fulham
8,37,Nottingham Forest,Man City
8,37,Ipswich,Arsenal
8,37,Brentford,Wolverhampton
8,37,Southampton,West Ham United
8,38,Arsenal,Wolverhampton
8,38,Fulham,Brentford
8,38,Man City,Ipswich
8,38,Chelsea,Nottingham Forest
8,38,Crystal Palace,Tottenham
8,38,Bournemouth,Newcastle United
8,38,Brighton,Everton
8,38,Man United,Aston Villa
8,38,West Ham United,Liverpool
8,38,Southampton,Leicester
9,34,Arsenal,Tottenham
9,34,Fulham,Newcastle United
9,34,Man City,Leicester
9,34,Chelsea,Liverpool
9,34,Crystal Palace,Aston Villa
9,34,Bournemouth,Everton
9,34,Brighton,Southampton
9,34,Man United,West Ham United
9,34,Brentford,Nottingham Forest
9,34,Wolverhampton,Ipswich
9,35,Leicester,Man United
9,35,Liverpool,Crystal Palace
9,35,Aston Villa,Man City
9,35,Everton,Chelsea
9,35,Newcastle United,Arsenal
9,35,Tottenham,Wolverhampton
9,35,Nottingham Forest,Fulham
9,35,Ipswich,Brentford
9,35,West Ham United,Brighton
9,35,Southampton,Bournemouth
9,36,Arsenal,Brentford
9,36,Fulham,Ipswich
9,36,Man City,Everton
9,36,Chelsea,Tottenham
9,36,Crystal Palace,Newcastle United
9,36,Bournemouth,Liverpool
9,36,Brighton,Aston Villa
9,36,Man United,Southampton
9,36,West Ham United,Leicester
9,36,Wolverhampton,Nottingham Forest
9,37,Leicester,Brighton
9,37,Liverpool,Man United
9,37,Aston Villa,Bournemouth
9,37,Everton,Crystal Palace
9,37,Newcastle United,Chelsea
9,37,Tottenham,Fulham
9,37,Nottingham Forest,Man City
9,37,Ipswich,Arsenal
9,37,Brentford,Wolverhampton
9,37,Southampton,West Ham United
9,38,Arsenal,Wolverhampton
9,38,Fulham,Brentford
9,38,Man City,Ipswich
9,38,Chelsea,Nottingham Forest
9,38,Crystal Palace,Tottenham
9,38,Bournemouth,Newcastle United
9,38,Brighton,Everton
9,38,Man United,Aston Villa
9,38,West Ham United,Liverpool
9,38,Southampton,Leicester
10,34,Arsenal,Tottenham
10,34,Fulham,Nottingham Forest
10,34,Man City,Newcastle United
10,34,Chelsea,West Ham United
10,34,Crystal Palace,Liverpool
10,34,Bournemouth,Aston Villa
10,34,Brighton,Southampton
10,34,Man United,Leicester
10,34,Brentford,Ipswich
10,34,Wolverhampton,Everton
10,35,Leicester,Brighton
10,35,Liverpool,Bournemouth
10,35,Aston Villa,Crystal Palace
10,35,Everton,Man City
10,35,Newcastle United,Wolverhampton
10,35,Tottenham,Fulham
10,35,Nottingham Forest,Brentford
10,35,Ipswich,Arsenal
10,35,West Ham United,Man United
10,35,Southampton,Chelsea
10,36,Arsenal,Nottingham Forest
10,36,Fulham,Ipswich
10,36,Man City,Tottenham
10,36,Chelsea,Aston Villa
10,36,Crystal Palace,Newcastle United
10,36,Bournemouth,Everton
10,36,Brighton,Liverpool
10,36,Man United,Southampton
10,36,West Ham United,Leicester
10,36,Wolverhampton,Brentford
10,37,Leicester,Bournemouth
10,37,Liverpool,Man United
10,37,Aston Villa,Brighton
10,37,Everton,Crystal Palace
10,37,Newcastle United,Fulham
10,37,Tottenham,Chelsea
10,37,Nottingham Forest,Man City
10,37,Ipswich,Wolverhampton
10,37,Brentford,Arsenal
10,37,Southampton,West Ham United
10,38,Arsenal,Wolverhampton
10,38,Fulham,Brentford
10,38,Man City,Ipswich
10,38,Chelsea,Nottingham Forest
10,38,Crystal Palace,Tottenham
10,38,Bournemouth,Newcastle United
10,38,Brighton,Everton
10,38,Man United,Aston Villa
10,38,West Ham United,Liverpool
10,38,Southampton,Leicester
11,34,Arsenal,Tottenham
11,34,Fulham,Nottingham Forest
11,34,Man City,Newcastle United
11,34,Chelsea,West Ham United
11,34,Crystal Palace,Liverpool
11,34,Bournemouth,Aston Villa
11,34,Brighton,Southampton
11,34,Man United,Leicester
11,34,Brentford,Ipswich
11,34,Wolverhampton,Everton
11,35,Leicester,Brighton
11,35,Liverpool,Bournemouth
11,35,Aston Villa,Crystal Palace
11,35,Everton,Man City
11,35,Newcastle United,Wolverhampton
11,35,Tottenham,Fulham
11,35,Nottingham Forest,Brentford
11,35,Ipswich,Arsenal
11,35,West Ham United,Man United
11,35,Southampton,Chelsea
11,36,Arsenal,Nottingham Forest
11,36,Fulham,Ipswich
11,36,Man City,Tottenham
11,36,Chelsea,Aston Villa
11,36,Crystal Palace,Newcastle United
11,36,Bournemouth,Everton
11,36,Brighton,Liverpool
11,36,Man United,Southampton
11,36,West Ham United,Leicester
11,36,Wolverhampton,Brentford
11,37,Leicester,Bournemouth
11,37,Liverpool,Man United
11,37,Aston Villa,Brighton
11,37,Everton,Crystal Palace
11,37,Newcastle United,Fulham
11,37,Tottenham,Chelsea
11,37,Nottingham Forest,Man City
11,37,Ipswich,Wolverhampton
11,37,Brentford,Arsenal
11,37,Southampton,West Ham United
11,38,Arsenal,Wolverhampton
11,38,Fulham,Brentford
11,38,Man City,Ipswich
11,38,Chelsea,Nottingham Forest
11,38,Crystal Palace,Tottenham
11,38,Bournemouth,Newcastle United
11,38,Brighton,Everton
11,38,Man United,Aston Villa
11,38,West Ham United,Liverpool
11,38,Southampton,Leicester
12,34,Arsenal,Tottenham
12,34,Fulham,Nottingham Forest
12,34,Man City,Newcastle United
12,34,Chelsea,West Ham United
12,34,Crystal Palace,Liverpool
12,34,Bournemouth,Aston Villa
12,34,Brighton,Southampton
12,34,Man United,Leicester
12,34,Brentford,Ipswich
12,34,Wolverhampton,Everton
12,35,Leicester,Brighton
12,35,Liverpool,Bournemouth
12,35,Aston Villa,Crystal Palace
12,35,Everton,Man City
12,35,Newcastle United,Wolverhampton
12,35,Tottenham,Fulham
12,35,Nottingham Forest,Brentford
12,35,Ipswich,Arsenal
12,35,West Ham United,Man United
12,35,Southampton,Chelsea
12,36,Arsenal,Nottingham Forest
12,36,Fulham,Ipswich
12,36,Man City,Tottenham
12,36,Chelsea,Aston Villa
12,36,Crystal Palace,Newcastle United
12,36,Bournemouth,Everton
12,36,Brighton,Liverpool
12,36,Man United,Southampton
12,36,West Ham United,Leicester
12,36,Wolverhampton,Brentford
12,37,Leicester,Bournemouth
12,37,Liverpool,Man United
12,37,Aston Villa,Brighton
12,37,Everton,Crystal Palace
12,37,Newcastle United,Fulham
12,37,Tottenham,Chelsea
12,37,Nottingham Forest,Man City
12,37,Ipswich,Wolverhampton
12,37,Brentford,Arsenal
12,37,Southampton,West Ham United
12,38,Arsenal,Wolverhampton
12,38,Fulham,Brentford
12,38,Man City,Ipswich
12,38,Chelsea,Nottingham Forest
12,38,Crystal Palace,Tottenham
12,38,Bournemouth,Newcastle United
12,38,Brighton,Everton
12,38,Man United,Aston Villa
12,38,West Ham United,Liverpool
12,38,Southampton,Leicester
13,34,Arsenal,Tottenham
13,34,Fulham,Nottingham Forest
13,34,Man City,Newcastle United
13,34,Chelsea,West Ham United
13,34,Crystal Palace,Liverpool
13,34,Bournemouth,Aston Villa
13,34,Brighton,Southampton
13,34,Man United,Leicester
13,34,Brentford,Ipswich
13,34,Wolverhampton,Everton
13,35,Leicester,Brighton
13,35,Liverpool,Bournemouth
13,35,Aston Villa,Crystal Palace
13,35,Everton,Man City
13,35,Newcastle United,Wolverhampton
13,35,Tottenham,Fulham
13,35,Nottingham Forest,Brentford
13,35,Ipswich,Arsenal
13,35,West Ham United,Man United
13,35,Southampton,Chelsea
13,36,Arsenal,Nottingham Forest
13,36,Fulham,Ipswich
13,36,Man City,Tottenham
13,36,Chelsea,Aston Villa
13,36,Crystal Palace,Newcastle United
13,36,Bournemouth,Everton
13,36,Brighton,Liverpool
13,36,Man United,Southampton
13,36,West Ham United,Leicester
13,36,Wolverhampton,Brentford
13,37,Leicester,Bournemouth
13,37,Liverpool,Man United
13,37,Aston Villa,Brighton
13,37,Everton,Crystal Palace
13,37,Newcastle United,Fulham
13,37,Tottenham,Chelsea
13,37,Nottingham Forest,Man City
13,37,Ipswich,Wolverhampton
13,37,Brentford,Arsenal
13,37,Southampton,West Ham United
13,38,Arsenal,Wolverhampton
13,38,Fulham,Brentford
13,38,Man City,Ipswich
13,38,Chelsea,Nottingham Forest
13,38,Crystal Palace,Tottenham
13,38,Bournemouth,Newcastle United
13,38,Brighton,Everton
13,38,Man United,Aston Villa
13,38,West Ham United,Liverpool
13,38,Southampton,Leicester
14,34,Arsenal,Tottenham
14,34,Fulham,Nottingham Forest
14,34,Man City,Newcastle United
14,34,Chelsea,West Ham United
14,34,Crystal Palace,Liverpool
14,34,Bournemouth,Aston Villa
14,34,Brighton,Southampton
14,34,Man United,Leicester
14,34,Brentford,Ipswich
14,34,Wolverhampton,Everton
14,35,Leicester,Brighton
14,35,Liverpool,Bournemouth
14,35,Aston Villa,Crystal Palace
14,35,Everton,Man City
14,35,Newcastle United,Wolverhampton
14,35,Tottenham,Fulham
14,35,Nottingham Forest,Brentford
14,35,Ipswich,Arsenal
14,35,West Ham United,Man United
14,35,Southampton,Chelsea
14,36,Arsenal,Nottingham Forest
14,36,Fulham,Ipswich
14,36,Man City,Tottenham
14,36,Chelsea,Aston Villa
14,36,Crystal Palace,Newcastle United
14,36,Bournemouth,Everton
14,36,Brighton,Liverpool
14,36,Man United,Southampton
14,36,West Ham United,Leicester
14,36,Wolverhampton,Brentford
14,37,Leicester,Bournemouth
14,37,Liverpool,Man United
14,37,Aston Villa,Brighton
14,37,Everton,Crystal Palace
14,37,Newcastle United,Fulham
14,37,Tottenham,Chelsea
14,37,Nottingham Forest,Man City
14,37,Ipswich,Wolverhampton
14,37,Brentford,Arsenal
14,37,Southampton,West Ham United
14,38,Arsenal,Wolverhampton
14,38,Fulham,Brentford
14,38,Man City,Ipswich
14,38,Chelsea,Nottingham Forest
14,38,Crystal Palace,Tottenham
14,38,Bournemouth,Newcastle United
14,38,Brighton,Everton
14,38,Man United,Aston Villa
14,38,West Ham United,Liverpool
14,38,Southampton,Leicester
15,34,Arsenal,Tottenham
15,34,Fulham,Nottingham Forest
15,34,Man City,Newcastle United
15,34,Chelsea,West Ham United
15,34,Crystal Palace,Liverpool
15,34,Bournemouth,Aston Villa
15,34,Brighton,Southampton
15,34,Man United,Leicester
15,34,Brentford,Ipswich
15,34,Wolverhampton,Everton
15,35,Leicester,Brighton
15,35,Liverpool,Bournemouth
15,35,Aston Villa,Crystal Palace
15,35,Everton,Man City
15,35,Newcastle United,Wolverhampton
15,35,Tottenham,Fulham
15,35,Nottingham Forest,Brentford
15,35,Ipswich,Arsenal
15,35,West Ham United,Man United
15,35,Southampton,Chelsea
15,36,Arsenal,Nottingham Forest
15,36,Fulham,Ipswich
15,36,Man City,Tottenham
15,36,Chelsea,Aston Villa
15,36,Crystal Palace,Newcastle United
15,36,Bournemouth,Everton
15,36,Brighton,Liverpool
15,36,Man United,Southampton
15,36,West Ham United,Leicester
15,36,Wolverhampton,Brentford
15,37,Leicester,Bournemouth
15,37,Liverpool,Man United
15,37,Aston Villa,Brighton
15,37,Everton,Crystal Palace
15,37,Newcastle United,Fulham
15,37,Tottenham,Chelsea
15,37,Nottingham Forest,Man City
15,37,Ipswich,Wolverhampton
15,37,Brentford,Arsenal
15,37,Southampton,West Ham United
15,38,Arsenal,Wolverhampton
15,38,Fulham,Brentford
15,38,Man City,Ipswich
15,38,Chelsea,Nottingham Forest
15,38,Crystal Palace,Tottenham
15,38,Bournemouth,Newcastle United
15,38,Brighton,Everton
15,38,Man United,Aston Villa
15,38,West Ham United,Liverpool
15,38,Southampton,Leicester
16,34,Arsenal,Tottenham
16,34,Fulham,Nottingham Forest
16,34,Man City,Newcastle United
16,34,Chelsea,West Ham United
16,34,Crystal Palace,Liverpool
16,34,Bournemouth,Aston Villa
16,34,Brighton,Southampton
16,34,Man United,Leicester
16,34,Brentford,Ipswich
16,34,Wolverhampton,Everton
16,35,Leicester,Brighton
16,35,Liverpool,Bournemouth
16,35,Aston Villa,Crystal Palace
16,35,Everton,Man City
16,35,Newcastle United,Wolverhampton
16,35,Tottenham,Fulham
16,35,Nottingham Forest,Brentford
16,35,Ipswich,Arsenal
16,35,West Ham United,Man United
16,35,Southampton,Chelsea
16,36,Arsenal,Nottingham Forest
16,36,Fulham,Ipswich
16,36,Man City,Tottenham
16,36,Chelsea,Aston Villa
16,36,Crystal Palace,Newcastle United
16,36,Bournemouth,Everton
16,36,Brighton,Liverpool
16,36,Man United,Southampton
16,36,West Ham United,Leicester
16,36,Wolverhampton,Brentford
16,37,Leicester,Bournemouth
16,37,Liverpool,Man United
16,37,Aston Villa,Brighton
16,37,Everton,Crystal Palace
16,37,Newcastle United,Fulham
16,37,Tottenham,Chelsea
16,37,Nottingham Forest,Man City
16,37,Ipswich,Wolverhampton
16,37,Brentford,Arsenal
16,37,Southampton,West Ham United
16,38,Arsenal,Wolverhampton
16,38,Fulham,Brentford
16,38,Man City,Ipswich
16,38,Chelsea,Nottingham Forest
16,38,Crystal Palace,Tottenham
16,38,Bournemouth,Newcastle United
16,38,Brighton,Everton
16,38,Man United,Aston Villa
16,38,West Ham United,Liverpool
16,38,Southampton,Leicester
17,34,Arsenal,Tottenham
17,34,Fulham,Nottingham Forest
17,34,Man City,Newcastle United
17,34,Chelsea,West Ham United
17,34,Crystal Palace,Liverpool
17,34,Bournemouth,Aston Villa
17,34,Brighton,Southampton
17,34,Man United,Leicester
17,34,Brentford,Ipswich
17,34,Wolverhampton,Everton
17,35,Leicester,Brighton
17,35,Liverpool,Bournemouth
17,35,Aston Villa,Crystal Palace
17,35,Everton,Man City
17,35,Newcastle United,Wolverhampton
17,35,Tottenham,Fulham
17,35,Nottingham Forest,Brentford
17,35,Ipswich,Arsenal
17,35,West Ham United,Man United
17,35,Southampton,Chelsea
17,36,Arsenal,Nottingham Forest
17,36,Fulham,Ipswich
17,36,Man City,Tottenham
17,36,Chelsea,Aston Villa
17,36,Crystal Palace,Newcastle United
17,36,Bournemouth,Everton
17,36,Brighton,Liverpool
17,36,Man United,Southampton
17,36,West Ham United,Leicester
